title,description,publishedAt,videoId
"Carpenters, The Royal Philharmonic Orchestra - Superstar","Arranged, conducted, and produced by Richard Carpenter, ‘Carpenters With The Royal Philharmonic Orchestra’ is out now: https://UMe.lnk.to/CarpentersOrchestr...
'Carpenters With The Royal Philharmonic Orchestra' pairs Carpenters' original vocal and instrumental tracks with new orchestral arrangements by Richard Carpenter, conducting the Royal Philharmonic Orchestra at Abbey Road Studios 🎤🎻 

Music video by The Carpenters, The Royal Philharmonic Orchestra performing Superstar. © 2019 UMG Recordings, Inc.

http://vevo.ly/qNpQMS",2024-01-20T00:55:55Z,eGrLUavvkIA
Backstreet Boys - I Want It That Way (Official HD Video),"Official music video for ""I Want It That Way"" by the Backstreet Boys
Listen to the Backstreet Boys: https://BackstreetBoys.lnk.to/listenYD

Subscribe to the Backstreet Boys YouTube Channel: https://BackstreetBoys.lnk.to/subscribeYD

Follow the Backstreet Boys:
Facebook: https://BackstreetBoys.lnk.to/followFI
Instagram: https://BackstreetBoys.lnk.to/followII
Twitter: https://BackstreetBoys.lnk.to/followTI
Website: https://BackstreetBoys.lnk.to/followWI
Spotify: https://BackstreetBoys.lnk.to/followSI
YouTube: https://BackstreetBoys.lnk.to/subscribeYD

Lyrics:

Tell me why
Ain't nothin' buta heartache
Tell me why
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
I want it that way

#BackstreetBoys #IWantItThatWay #OfficialHDVideo #Remastered",2024-01-20T00:55:03Z,4fndeDfaWCg
John Denver - Back Home Again (from The Wildlife Concert),"""Back Home Again"" by John Denver
Listen to John Denver: https://JohnDenver.lnk.to/listenYD
Subscribe to the official John Denver YouTube channel: https://JohnDenver.lnk.to/subscribeYD

Watch more John Denver videos: https://JohnDenver.lnk.to/listenYD/youtube

Follow John Denver:
Facebook: https://JohnDenver.lnk.to/followFI
Instagram: https://JohnDenver.lnk.to/followII
Twitter: https://JohnDenver.lnk.to/followTI
Website: https://JohnDenver.lnk.to/followWI
Spotify: https://JohnDenver.lnk.to/followSI
YouTube: https://JohnDenver.lnk.to/subscribeYD

Lyrics:
Hey, it's good to be back home again
Sometimes this old farm
Feels like a long lost friend
Yes, and hey, it's good to be back home again

#JohnDenver #BackHomeAgain #TheWildlifeConcert",2024-01-20T00:54:53Z,wPndmL6HfIs
blink-182 - First Date (Official Video),"Listen to more from Blink-182: https://lnk.to/Blink182
Discover more about this classic song and the Take Off Your Pants And Jacket album here: https://www.udiscovermusic.com/stories/rediscover-take-off-your-pants-and-jacket

Stream a playlist of their biggest tracks: http://playlists.udiscovermusic.com/playlist/blink-182-best-of-1

Experience Blink-182 on Vinyl LP:
https://lnk.to/Blink182Store

Follow Blink-182
https://en-gb.facebook.com/blink182/
https://twitter.com/blink182
https://www.instagram.com/blink182/
https://www.blink182.com/

Music video by blink-182 performing First Date. (C) 2001 Geffen Records",2024-01-20T00:54:07Z,vVy9Lgpg1m8
Chicago - Hard To Say I'm Sorry (Official Music Video),"You're watching the official music video for Chicago - ""Hard To Say I'm Sorry"" from the album 'Chicago 16' (1982)

Subscribe to the Rhino Channel! https://Rhino.lnk.to/YouTubeSubID

Check Out Our Favorite Playlists:
Classic Rock https://Rhino.lnk.to/YTClassicRockID
80s Hits https://Rhino.lnk.to/YT80sHitsID
80s Hard Rock https://Rhino.lnk.to/YT80sHardRockID
80s Alternative https://Rhino.lnk.to/YT80sAlternativeID
90s Hits https://Rhino.lnk.to/YT90sHitsID

Stay connected with RHINO on...
Facebook https://www.facebook.com/RHINO/
Instagram https://www.instagram.com/rhino_records
Twitter https://twitter.com/Rhino_Records
https://www.rhino.com/

RHINO is the official YouTube channel of the greatest music catalog in the world. Founded in 1978, Rhino is the world's leading pop culture label specializing in classic rock, soul, and 80's and 90's alternative. The vast Rhino catalog of more than 5,000 albums, videos, and hit songs features material by Warner Music Group artists such as Van Halen, Madonna, Duran Duran, Aretha Franklin, Ray Charles, The Doors, Chicago, Black Sabbath, John Coltrane, Yes, Alice Cooper, Linda Ronstadt, The Ramones, The Monkees, Carly Simon, and Curtis Mayfield, among many others. Check back for classic music videos, live performances, hand-curated playlists, the Rhino Podcast, and more!",2024-01-20T00:54:04Z,1A0MPWseJIE
Bee Gees - How Deep Is Your Love (Official Video),"Bee Gees official music video for ""How Deep Is Your Love"" from the Saturday Night Fever Soundtrack, now remastered in HD. Subscribe for more videos: https://beegees.lnk.to/subscribe

Watch more Bee Gees music videos from the Saturday Night Fever Soundtrack: https://youtube.com/watch?v=I_izvAbhExY&list=PL9kT3pdWu4g8it9xPz0tY-sYqT89buFwS

Listen to more from the Bee Gees: https://BeeGees.lnk.to/essentials

Watch more classic Bee Gees videos in HD: https://youtube.com/watch?v=i6iBAuwBODA&list=PL9kT3pdWu4g9tl0yEjfD_nGSAg4aG9_H3

Join the Bee Gees on 
Facebook: https://www.facebook.com/beegees/
Twitter: https://twitter.com/beegees
Instagram: https://instagram.com/beegees/
Website: https://beegees.com

© & ℗ Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, under exclusive license to Capitol Music Group

#BeeGees #HowDeepIsYourLove #Remastered",2024-01-20T00:53:11Z,XpqqjU7u5Yc
Noah Kahan - Orange Juice (Live Acoustic),"""Stick Season"" Out Now!: https://noahkahan.lnk.to/stick-season

Follow Noah Kahan:
Facebook: http://facebook.com/noahkahanmusic
Instagram: http://instagram.com/noahkahanmusic
Twitter: http://twitter.com/noahkahan
TikTok: https://www.tiktok.com/@noahkahanmusic
Spotify: https://republic.lnk.to/NoahKahanSpYD
SoundCloud: http://soundcloud.com/noahkahan 

Director: David O’Donohue
Audio engineering & mixing: Josh Lovell 

Lyrics:

Honey, come over
The party’s gone slower
And no one will tempt you
We know you got sober 

There’s orange juice in the kitchen
Bought for the children
It’s yours if you want it
We’re just glad you could visit 

Feels like I’ve been ready for you to come home
For so long
That I didn’t think to ask you where you’d gone
So why’d you go?

And you said 
And you said 

You said my heart has changed 
and my soul has changed 
and my heart and my heart 

That my face has changed 
and I haven’t drank 
in six months on the dot 

See the graves as you pass through 
From our crash back in 02’
Not one nick on your finger 
You just asked me to hold you

But it made you a stranger
And filled you with anger
Now I’m third in the lineup
To your lord and your savior

Feels like I’ve been ready for you to come home
For so long
That I didn’t think to ask you where you’d gone
So why’d you go?

And you said
And you said

You said my heart has changed 
and my soul has changed 
and my heart and my heart 

That my life has changed 
That this town had changed
And you had not

That the world had changed 
and don’t you find it strange 
that you just went ahead and carried on?

And you know I’d say 
The last time I drank
I was face down passed out there on your lawn

Are we all just crows to you now?
Are we all just pulling you down?
You didn't put those bones in the ground 
You didn’t put those bones in the ground

Honey, come over
The party’s gone slower
And no one will tempt you
We know you got sober 

There’s orange juice in the kitchen
Bought for the children 
It’s yours if you want it
We’re just glad you could visit

#NoahKahan #OrangeJuice #StickSeason


Music video by Noah Kahan performing Orange Juice (Live Acoustic). © 2023 Mercury Records/Republic Records, a division of UMG Recordings, Inc.",2024-01-20T00:47:48Z,M70Mh58_qXs
George Ezra - Don't Matter Now (Official Video),"George Ezra - Don't Matter Now (Official Video)
The new album 'Gold Rush Kid': https://georgeezra.lnk.to/goldrushkid

----------

Follow George Ezra: 

TikTok: https://www.tiktok.com/@george_ezra
Instagram: https://www.instagram.com/george_ezra 
Facebook: https://www.facebook.com/georgeezramusic 
Twitter: https://twitter.com/george_ezra 
Official website: https://www.georgeezra.com

---------

Lyrics:

Sometimes you need to be alone
It don't matter now
Shut the door, unplug the phone
It don't matter now
Speak in a language they don't know
It don't matter now

Well I don't think about that stuff
No, I don't think about that stuff
It don't matter now

Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo

Build a castle out of sandIt don't matter now
Well it won't last and it won't stand
It don't matter now
But with a suitcase in your hand
It don't matter now
Well I don't think about that stuff
No, I don't think about that stuff
It don't matter now

Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo

A bad man running your hometown
Surf your way on through the crowd
It don't matter now
Change your name, you won't be found
It don't matter now

Well I don't think about that stuff
No, I don't think about that stuff
It don't matter now

Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
It don't matter now
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
It don't matter now
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
It don't matter now
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Well it don't matter now (doo-doo-doo, doo-doo-doo, doo-doo)

----------

#GeorgeEzra #DontMatterNow #OfficialVideo",2024-01-20T00:47:10Z,lM5mM-QDg24
Nothing's Gonna Change My Love For You - Music Travel Love ft. Bugoy Drilon,"Get ""Nothing's Gonna Change My Love for You"":
Smart URL: https://lnk.to/Bz80Sier
Spotify: https://bit.ly/48F0vpQ
iTunes: https://bit.ly/3H4FhGk
Amazon: https://bit.ly/3vkPADz

Music Travel Love performing an acoustic cover song of ""Nothing's Gonna Change My Love for You"" with Bugoy Drilon.

Filmed by Jermaine Manahan of Spotlight Media Entertainment
Get our guitars -  https://www.anuenuemusic.com
Piano & Strings by Yudhis Arianto

Follow Music Travel Love:
Instagram: https://instagram.com/musictravellove/
Facebook: https://facebook.com/musictravellove/
Twitter: https://twitter.com/MTLVids
Spotify: https://open.spotify.com/artist/2qNrJcE9LjzPdiXbrjkqFa
Website: https://musictravellove.com/

About Music Travel Love: 
Welcome to the official Music Travel Love YouTube channel! We travel the world and set up our studio in awesome places. On this channel, you’ll find a variety of content containing elements of music, travel and love including original songs, covers, acoustic covers, and more. Keep up with us by subscribing and enable ALL notifications! 

#Nothingsgonnachangemyloveforyou #MusicTravelLove #bugoydrilon",2024-01-20T00:46:42Z,bTCJ2ehryj8
We The Lion - Time Flies (Live Session),"Official video for ”Time Flies (Live Session)” by We The Lion 
Produced by WTF Producciones
Distributed by The Orchard (New York)
Sponsored by Chery & Jack's Pizza
Manager: Gonzalo Calmet / manager@wethelion.com 

Follow We The Lion: https://linktr.ee/wethelion 

Credits: 
Videographer & Editor: Diego Sarmiento Herencia
Camera B: Vanessa Rossi
Executive Producer: Alonso Briceño, Paul Schabauer, Gonzalo Calmet

Band:
Lead Vocal & Guitar: Alonso Briceño
Guitar: Paul Schabauer
Percussion: Fiocha Uceda
Violin: Pedro Tecco
Bass: Adrián Muñoz
Drums: Javier Honorio
Keyboards: Omar Awapara

Special Guests:
Sax: Luis Vilchez
Backup Singers: Camila Velarde & Grecia Saavedra",2024-01-20T00:45:59Z,_eyGgIFT0jQ
Hands Up,"Provided to YouTube by Because Music

Hands Up · Ottawan

Ottawan 2

℗ Zagora

Released on: 1981-01-01

Lyricist: Daniel Vangarde
Composer: Jean Kluger

Auto-generated by YouTube.",2024-01-19T13:48:27Z,0XckZswzCKs
Arrested Development - Mr. Wendal - [Official Music Video],Arrested Development - Please Press the Subscribe Button - Social Media Links - http://itsmyurls.com/adtheband,2024-01-14T00:50:40Z,QCDUsMA7O80
I Ain't Worried,"Provided to YouTube by Universal Music Group

I Ain't Worried · OneRepublic

I Ain’t Worried

℗ 2022 Mosley Music/Interscope Records

Released on: 2022-05-13

Producer: Ryan Tedder
Producer: Brent Kutzle
Producer, Associated  Performer, Guitar: Simon Oscroft
Producer, Associated  Performer, Guitar: Tyler Spry
Producer, Co- Producer, Studio  Personnel, Mixer, Associated  Performer, Background  Vocalist: John Nathaniel
Studio  Personnel, Recording  Engineer: OneRepublic
Programmer: Brandon Collins
Studio  Personnel, Mastering  Engineer: Chris Gehringer
Associated  Performer, Background  Vocalist: Copeland Tedder
Composer  Lyricist: Ryan Tedder
Composer  Lyricist: Brent Kutzle
Composer  Lyricist: Tyler Spry
Composer  Lyricist: John Eriksson
Composer  Lyricist: Peter Morén
Composer  Lyricist: Björn Yttling

Auto-generated by YouTube.",2023-12-27T02:28:04Z,NF7oYY7Lhq4
Counting Stars,"Provided to YouTube by Universal Music Group

Counting Stars · OneRepublic

Native

℗ 2013 Mosley Music/Interscope Records

Released on: 2013-01-01

Producer, Associated  Performer, Vocals: Ryan Tedder
Producer: Noel Zancanella
Associated  Performer, Guitar: Zach Filkins
Associated  Performer, Guitar: Drew Brown
Associated  Performer, Bass  Guitar: Brent Kutzle
Associated  Performer, Drums: Eddie Fisher
Studio  Personnel, Mixer: Joe Zook
Composer  Lyricist: Ryan Tedder

Auto-generated by YouTube.",2023-12-27T02:26:34Z,_GWKkqNoyEA
Sigh,"Provided to YouTube by Epidemic Sound

Sigh · Chase Hughes · Michael Jaffe

Fame

℗ Epidemic Sound

Released on: 2016-11-18

Composer: Chase Hughes
Music  Publisher: Chase Hughes
Lyricist: Chase Hughes

Auto-generated by YouTube.",2023-12-26T02:12:29Z,KqkJ3Yb7-i4
Show Me Your Soul,"Provided to YouTube by Epidemic Sound

Show Me Your Soul · Jesse Lawrence · Ami Cissé

Dandelion

℗ Epidemic Sound

Released on: 2019-08-09

Producer: Martin Carlberg
Composer: Martin Carlberg
Music  Publisher: Martin Carlberg
Lyricist: Martin Carlberg

Auto-generated by YouTube.",2023-12-25T14:37:59Z,Jg1d6gM31rs
Empire State of Mind (Part II) Broken Down,"Provided to YouTube by J Records

Empire State of Mind (Part II) Broken Down · Alicia Keys

The Element Of Freedom

℗ 2009 RCA Records, a division of Sony Music Entertainment

Released on: 2009-12-15

Composer, Lyricist: Al Shuckburgh
Keyboards, Programmer, Producer: Al Shux
Composer, Lyricist: Shawn Carter
Composer, Lyricist: Janet Andrea Sewell
Engineer, Recording  Engineer: Ann Mincieli
Composer, Lyricist: Angela Hunte
Assistant  Engineer: Miki Tsutsumi
Composer, Lyricist: Bert Keyes
Assistant  Engineer: George Fullan
Mixing  Engineer: Tony Maserati
Assistant  Engineer: Stuart White
Composer, Lyricist: Sylvia Robinson

Auto-generated by YouTube.",2023-12-20T23:15:29Z,_W44NZvHc9I
